grouping,level,n,control_bias_bpm,control_mae_bpm,best_observed_rule,best_observed_rule_status,candidate_bias_bpm,candidate_mae_bpm
ecg_hr_band,75_TO_90,75,-9.261042312870424,10.494039181231187,H1_WARNING_TIME_GATE,REJECTED,-7.430617078387312,9.578780903758492
ecg_hr_band,GT90,20,-9.776964367166467,11.482137585032355,H1_WARNING_TIME_GATE,REJECTED,-9.018005467709942,10.72317868557583
ecg_hr_band,LT75,5,-2.638624671180787,5.802445408675618,H1_WARNING_TIME_GATE,REJECTED,-2.638624671180787,5.802445408675618
selected_distance_band,0.5_TO_1.5M,24,-5.6296488587065125,7.494130930948259,H1_WARNING_TIME_GATE,REJECTED,-2.3057315800375955,5.694144804145611
selected_distance_band,GT1.5M,24,-13.308421248581242,14.825943634827032,H1_WARNING_TIME_GATE,REJECTED,-12.536647759683225,14.054170145929012
selected_distance_band,LT0.5M,52,-8.63070964595402,9.808194764572255,H1_WARNING_TIME_GATE,REJECTED,-7.589084796843297,9.383169417980593
