control_bias_bpm,control_coverage,control_mae_bpm,delta_mae_bpm,restored_bias_bpm,restored_coverage,restored_mae_bpm,subject
-5.879453328348442,20,7.029056247214473,1.6941437527855294,-7.5771999999999995,20,8.723200000000002,9779
-7.193629272549046,20,8.614091876476042,0.9729581235239575,-8.252350000000002,20,9.58705,97793
-4.962521611806311,20,7.796676054699671,1.992173945300327,-6.91625,20,9.788849999999998,97794
-17.4630293021497,20,18.94632285985451,5.007627140145495,-23.825350000000007,20,23.953950000000006,97795
-9.581210697822957,20,9.914389795283379,3.900960204716622,-13.311350000000001,20,13.81535,97796
