window_s,comparison,n_probe,n_participant,delta_auc,ci95_low,ci95_high,valid_bootstraps
10,C+B+NIR_dynamic minus C+B,195,12,0.004782280392650384,-0.12742775310899251,0.0566132882916905,2000
30,C+B+NIR_dynamic minus C+B,193,12,0.010166840458811222,-0.14085588814406771,0.06659762600708703,2000
60,C+B+NIR_dynamic minus C+B,182,12,-0.005153901216893408,-0.15759563965446308,0.05235971311737129,2000
