evaluator_version,session,onset_ms,attention,frame_start,frame_end,model,channels,range_bin,weights,global_offset_s,ecg_hr_bpm,pred_hr_bpm,pred_raw_spectral_hr_bpm,hr_abs_error_bpm,ecg_rmssd_full_ms,radar_rmssd_full_ms,ecg_peak_count,radar_peak_count,matched_beat_count,beat_precision,beat_recall,false_beat_rate,timing_error_signed_mean_ms,timing_error_mae_ms,timing_error_rmse_ms,alignment_offset_s,match_tolerance_ms,matched_interval_count,ibi_mae_ms_matched,ibi_rmse_ms_matched,ibi_bias_ms_matched,rmssd_run_interval_count,ecg_rmssd_matched_ms,radar_rmssd_matched_ms,rmssd_abs_error_ms_matched,rmssd_usable,resp_harmonic_mislock
ECG evaluator v1,sub-97793_,1786870410843,3,66885,69853,T0,0|1|2|3,248,"[0.04978799547721569, 0.3237148131403442, 0.28357695915051584, 0.3429202322319243]",0.3650000000000011,84.09250175192712,82.4,88.94878706199461,1.6925017519271108,20.54628920267599,183.00203165468844,42,41,18,0.43902439024390244,0.42857142857142855,0.5609756097560976,47.75000000000082,80.02777777777838,89.92381034334998,0.3650000000000011,150.0,13,73.19230769230761,100.38531535270259,-7.038461538461495,8,17.15163465762323,201.88398365680894,184.73234899918572,True,0
ECG evaluator v1,sub-97793_,1786870410843,3,66885,69853,T1,4|5|6|7,18,"[0.24472446281258428, 0.2575201152122436, 0.2473205051329982, 0.2504349168421739]",0.3650000000000011,84.09250175192712,78.9,52.56064690026954,5.192501751927111,20.54628920267599,243.8929760853801,42,39,34,0.8717948717948718,0.8095238095238095,0.1282051282051282,-14.044117647057355,65.57352941176416,73.65494871757187,0.3650000000000011,150.0,29,58.49999999999997,73.67291412630578,4.258620689655188,13,20.5634181659243,89.25618559330657,68.69276742738226,True,1
ECG evaluator v1,sub-97793_,1786870410843,3,66885,69853,A4,0|1|4|5,18,"[0.24240782015686183, 0.27031781684868345, 0.237430052894005, 0.24984431010044963]",0.3650000000000011,84.09250175192712,78.8,52.56064690026954,5.292501751927119,20.54628920267599,282.75192068074205,42,39,33,0.8461538461538461,0.7857142857142857,0.15384615384615385,-23.87878787878632,67.18181818181743,78.94791148138515,0.3650000000000011,150.0,27,66.57407407407426,79.16608186918519,-4.49999999999984,13,20.5634181659243,94.60443964212303,74.04102147619872,True,1
ECG evaluator v1,sub-97793_,1786870410843,3,66885,69853,C8-PH,0|1|2|3|4|5|6|7,18,"[0.12929772027395955, 0.14418461188814552, 0.08948485941526026, 0.11954211143030846, 0.12664263283195684, 0.13326426391072807, 0.12798606058176942, 0.12959773966787183]",0.3650000000000011,84.09250175192712,76.7,52.56064690026954,7.392501751927114,20.54628920267599,259.8503843026256,42,38,35,0.9210526315789473,0.8333333333333334,0.07894736842105265,-23.299999999998796,71.7857142857138,82.54639388160497,0.3650000000000011,150.0,29,66.56896551724137,86.70963236473526,9.844827586206936,13,20.5634181659243,99.70790674097388,79.14448857504958,True,1
ECG evaluator v1,sub-97793_,1786870464496,3,72000,75000,S1,4,8,[1.0],0.3650000000000011,80.50989600805099,77.4,50.0,3.109896008050981,21.739707101634668,246.28043782252388,39,39,11,0.28205128205128205,0.28205128205128205,0.717948717948718,-13.590909090907816,75.13636363636361,88.93881962542355,0.3650000000000011,150.0,6,116.4166666666672,128.45021733470676,-39.08333333333409,3,30.522532660314678,234.30749027719966,203.78495761688498,True,0
ECG evaluator v1,sub-97793_,1786870464496,3,72000,75000,T0,0|1|2|3,15,"[0.5507061431014293, 0.12352755564546064, 0.19306509168743127, 0.1327012095656789]",0.3650000000000011,80.50989600805099,80.1,80.0,0.4098960080509926,21.739707101634668,219.37111070176564,39,40,7,0.175,0.1794871794871795,0.825,-47.928571428570024,98.78571428571344,110.68117016264006,0.3650000000000011,150.0,3,72.33333333333348,98.96295603237965,-39.0,2,,,,False,0
ECG evaluator v1,sub-97793_,1786870464496,3,72000,75000,T1,4|5|6|7,8,"[0.09062002756352676, 0.08288057684515641, 0.18089950891686318, 0.6455998866744536]",0.3650000000000011,80.50989600805099,67.2,52.0,13.309896008050984,21.739707101634668,291.547594742265,39,34,9,0.2647058823529412,0.23076923076923078,0.7352941176470589,12.611111111111969,98.27777777777872,103.49033771323839,0.3650000000000011,150.0,1,45.0,45.0,-45.0,1,,,,False,0
ECG evaluator v1,sub-97793_,1786870464496,3,72000,75000,A4,0|1|4|5,26,"[0.2356694244415996, 0.30209081888150113, 0.15391847430210456, 0.3083212823747948]",0.3650000000000011,80.50989600805099,69.8,66.0,10.70989600805099,21.739707101634668,265.11861267719166,39,35,8,0.22857142857142856,0.20512820512820512,0.7714285714285715,1.2500000000014722,62.1250000000006,75.9189534964757,0.3650000000000011,150.0,2,93.74999999999966,105.89912653086412,49.25000000000034,1,,,,False,0
ECG evaluator v1,sub-97793_,1786870464496,3,72000,75000,C8-PH,0|1|2|3|4|5|6|7,8,"[0.05415030003658406, 0.046045684255907576, 0.025850444363213668, 0.3777826642470033, 0.04496302127737661, 0.04112293099400801, 0.08975707343273454, 0.3203278813931721]",0.3650000000000011,80.50989600805099,64.9,52.0,15.609896008050981,21.739707101634668,347.0335114430826,39,33,12,0.36363636363636365,0.3076923076923077,0.6363636363636364,10.875000000001485,102.54166666666701,108.1546924548358,0.3650000000000011,150.0,1,54.50000000000091,54.50000000000091,54.50000000000091,1,,,,False,0
ECG evaluator v1,sub-97793_,1786870520169,1,77695,80662,S1,6,21,[1.0],0.3650000000000011,79.7872340425532,76.7,56.62285136501516,3.0872340425531917,23.651944395423616,273.9018477889885,40,38,22,0.5789473684210527,0.55,0.42105263157894735,4.88636363636492,69.79545454545442,83.58073125047197,0.3650000000000011,150.0,16,84.6562500000003,113.37568908280146,-23.906250000000128,6,21.871213958077103,174.29859437184248,152.42738041376538,True,1
ECG evaluator v1,sub-97793_,1786870520169,1,77695,80662,T0,0|1|2|3,8,"[0.09452053433175331, 0.6315370799293276, 0.1350564468638369, 0.13888593887508224]",0.3650000000000011,79.7872340425532,70.3,52.578361981799794,9.487234042553197,23.651944395423616,292.07201270587467,40,35,19,0.5428571428571428,0.475,0.4571428571428572,27.736842105263865,68.31578947368416,85.56438019348215,0.3650000000000011,150.0,9,87.94444444444514,112.61524960876551,31.94444444444471,3,28.082467840273456,171.02631376487156,142.9438459245981,True,1
ECG evaluator v1,sub-97793_,1786870520169,1,77695,80662,T1,4|5|6|7,26,"[0.2322963621095873, 0.25024734407838173, 0.3475647301168872, 0.16989156369514374]",0.3650000000000011,79.7872340425532,72.9,54.600606673407476,6.887234042553189,23.651944395423616,283.51781767849525,40,36,16,0.4444444444444444,0.4,0.5555555555555556,-11.624999999998941,61.24999999999975,79.44455613822724,0.3650000000000011,150.0,9,76.61111111111116,95.41153552433325,-65.38888888888866,3,12.494998999600451,57.00877125495568,44.513772255355235,True,1
