session,range_bin,pair,ch_i,ch_j,same_tx,timestamp_source,coherence_hr_timestamp_aware,coherence_br_timestamp_aware,coherence_hr_legacy_frame_index,coherence_br_legacy_frame_index,input_frames,segments,gap_count,median_dt_ms,resampled_fs_hz,gap_threshold_ms,discarded_short_gap_segments,paired_segments,coherence_segments_used,coherence_weighted_by
sub-3_,18,tx0_rx0__tx1_rx3,tx0_rx0,tx1_rx3,False,device_ms,0.832944910209146,0.9631972823827673,0.8364341259002686,0.9608471393585205,6000,1,0,10.0,100.0,15.0,0,1,1,resampled segment frame count
sub-3_,18,tx0_rx0__tx1_rx3,tx0_rx0,tx1_rx3,False,host_ms,nan,nan,0.8364341259002686,0.9608471393585205,6000,0,1206,8.0,125.0,12.0,1207,0,,
sub-3_,18,tx0_rx1__tx0_rx2,tx0_rx1,tx0_rx2,True,device_ms,0.7190174881869055,0.9124114518996458,0.7254136204719543,0.9105504751205444,6000,1,0,10.0,100.0,15.0,0,1,1,resampled segment frame count
sub-3_,18,tx0_rx1__tx0_rx2,tx0_rx1,tx0_rx2,True,host_ms,nan,nan,0.7254136204719543,0.9105504751205444,6000,0,1206,8.0,125.0,12.0,1207,0,,
sub-3_,18,tx0_rx1__tx0_rx3,tx0_rx1,tx0_rx3,True,device_ms,0.5963568607669804,0.8752080022055497,0.6051307320594788,0.874989926815033,6000,1,0,10.0,100.0,15.0,0,1,1,resampled segment frame count
sub-3_,18,tx0_rx1__tx0_rx3,tx0_rx1,tx0_rx3,True,host_ms,nan,nan,0.6051307320594788,0.874989926815033,6000,0,1206,8.0,125.0,12.0,1207,0,,
sub-3_,18,tx0_rx1__tx1_rx0,tx0_rx1,tx1_rx0,False,device_ms,0.5089872290848234,0.952089665132008,0.5152624249458313,0.9521276950836182,6000,1,0,10.0,100.0,15.0,0,1,1,resampled segment frame count
sub-3_,18,tx0_rx1__tx1_rx0,tx0_rx1,tx1_rx0,False,host_ms,nan,nan,0.5152624249458313,0.9521276950836182,6000,0,1206,8.0,125.0,12.0,1207,0,,
sub-3_,18,tx0_rx1__tx1_rx1,tx0_rx1,tx1_rx1,False,device_ms,0.7182968547638962,0.9249204076746249,0.7276961207389832,0.924805760383606,6000,1,0,10.0,100.0,15.0,0,1,1,resampled segment frame count
sub-3_,18,tx0_rx1__tx1_rx1,tx0_rx1,tx1_rx1,False,host_ms,nan,nan,0.7276961207389832,0.924805760383606,6000,0,1206,8.0,125.0,12.0,1207,0,,
sub-3_,18,tx0_rx1__tx1_rx2,tx0_rx1,tx1_rx2,False,device_ms,0.5329564953489994,0.9057079188801946,0.5493016839027405,0.9046919345855713,6000,1,0,10.0,100.0,15.0,0,1,1,resampled segment frame count
sub-3_,18,tx0_rx1__tx1_rx2,tx0_rx1,tx1_rx2,False,host_ms,nan,nan,0.5493016839027405,0.9046919345855713,6000,0,1206,8.0,125.0,12.0,1207,0,,
sub-3_,18,tx0_rx1__tx1_rx3,tx0_rx1,tx1_rx3,False,device_ms,0.6461990794044087,0.9002441330729628,0.652793824672699,0.8998000025749207,6000,1,0,10.0,100.0,15.0,0,1,1,resampled segment frame count
sub-3_,18,tx0_rx1__tx1_rx3,tx0_rx1,tx1_rx3,False,host_ms,nan,nan,0.652793824672699,0.8998000025749207,6000,0,1206,8.0,125.0,12.0,1207,0,,
sub-3_,18,tx0_rx2__tx0_rx3,tx0_rx2,tx0_rx3,True,device_ms,0.7240715345935622,0.903525809312033,0.7174715995788574,0.8998763561248779,6000,1,0,10.0,100.0,15.0,0,1,1,resampled segment frame count
sub-3_,18,tx0_rx2__tx0_rx3,tx0_rx2,tx0_rx3,True,host_ms,nan,nan,0.7174715995788574,0.8998763561248779,6000,0,1206,8.0,125.0,12.0,1207,0,,
sub-3_,18,tx0_rx2__tx1_rx0,tx0_rx2,tx1_rx0,False,device_ms,0.7225430479649496,0.9327705213574237,0.7252094745635986,0.9287105202674866,6000,1,0,10.0,100.0,15.0,0,1,1,resampled segment frame count
sub-3_,18,tx0_rx2__tx1_rx0,tx0_rx2,tx1_rx0,False,host_ms,nan,nan,0.7252094745635986,0.9287105202674866,6000,0,1206,8.0,125.0,12.0,1207,0,,
sub-3_,18,tx0_rx2__tx1_rx1,tx0_rx2,tx1_rx1,False,device_ms,0.7730539176123452,0.9597835172531715,0.7822114825248718,0.9594358205795288,6000,1,0,10.0,100.0,15.0,0,1,1,resampled segment frame count
sub-3_,18,tx0_rx2__tx1_rx1,tx0_rx2,tx1_rx1,False,host_ms,nan,nan,0.7822114825248718,0.9594358205795288,6000,0,1206,8.0,125.0,12.0,1207,0,,
sub-3_,18,tx0_rx2__tx1_rx2,tx0_rx2,tx1_rx2,False,device_ms,0.7301547060420467,0.9473249447778361,0.7326305508613586,0.9450273513793945,6000,1,0,10.0,100.0,15.0,0,1,1,resampled segment frame count
sub-3_,18,tx0_rx2__tx1_rx2,tx0_rx2,tx1_rx2,False,host_ms,nan,nan,0.7326305508613586,0.9450273513793945,6000,0,1206,8.0,125.0,12.0,1207,0,,
sub-3_,18,tx0_rx2__tx1_rx3,tx0_rx2,tx1_rx3,False,device_ms,0.7288337438416514,0.9562585086335659,0.7292997241020203,0.9525203704833984,6000,1,0,10.0,100.0,15.0,0,1,1,resampled segment frame count
sub-3_,18,tx0_rx2__tx1_rx3,tx0_rx2,tx1_rx3,False,host_ms,nan,nan,0.7292997241020203,0.9525203704833984,6000,0,1206,8.0,125.0,12.0,1207,0,,
sub-3_,18,tx0_rx3__tx1_rx0,tx0_rx3,tx1_rx0,False,device_ms,0.867728593844236,0.9073988606358994,0.8684812188148499,0.904349148273468,6000,1,0,10.0,100.0,15.0,0,1,1,resampled segment frame count
sub-3_,18,tx0_rx3__tx1_rx0,tx0_rx3,tx1_rx0,False,host_ms,nan,nan,0.8684812188148499,0.904349148273468,6000,0,1206,8.0,125.0,12.0,1207,0,,
sub-3_,18,tx0_rx3__tx1_rx1,tx0_rx3,tx1_rx1,False,device_ms,0.749577340743432,0.919652209142758,0.7543920874595642,0.9192824363708496,6000,1,0,10.0,100.0,15.0,0,1,1,resampled segment frame count
sub-3_,18,tx0_rx3__tx1_rx1,tx0_rx3,tx1_rx1,False,host_ms,nan,nan,0.7543920874595642,0.9192824363708496,6000,0,1206,8.0,125.0,12.0,1207,0,,
sub-3_,18,tx0_rx3__tx1_rx2,tx0_rx3,tx1_rx2,False,device_ms,0.8339154957827463,0.9286287435177125,0.8404645323753357,0.9275499582290649,6000,1,0,10.0,100.0,15.0,0,1,1,resampled segment frame count
sub-3_,18,tx0_rx3__tx1_rx2,tx0_rx3,tx1_rx2,False,host_ms,nan,nan,0.8404645323753357,0.9275499582290649,6000,0,1206,8.0,125.0,12.0,1207,0,,
sub-3_,18,tx0_rx3__tx1_rx3,tx0_rx3,tx1_rx3,False,device_ms,0.8554191270500489,0.9289005185675838,0.8555778861045837,0.9243683218955994,6000,1,0,10.0,100.0,15.0,0,1,1,resampled segment frame count
sub-3_,18,tx0_rx3__tx1_rx3,tx0_rx3,tx1_rx3,False,host_ms,nan,nan,0.8555778861045837,0.9243683218955994,6000,0,1206,8.0,125.0,12.0,1207,0,,
sub-3_,18,tx1_rx0__tx1_rx1,tx1_rx0,tx1_rx1,True,device_ms,0.7422905954934667,0.9396316136979689,0.7427501082420349,0.9395540952682495,6000,1,0,10.0,100.0,15.0,0,1,1,resampled segment frame count
sub-3_,18,tx1_rx0__tx1_rx1,tx1_rx0,tx1_rx1,True,host_ms,nan,nan,0.7427501082420349,0.9395540952682495,6000,0,1206,8.0,125.0,12.0,1207,0,,
sub-3_,18,tx1_rx0__tx1_rx2,tx1_rx0,tx1_rx2,True,device_ms,0.8256915298435474,0.9176293478603595,0.8356167674064636,0.9136661887168884,6000,1,0,10.0,100.0,15.0,0,1,1,resampled segment frame count
sub-3_,18,tx1_rx0__tx1_rx2,tx1_rx0,tx1_rx2,True,host_ms,nan,nan,0.8356167674064636,0.9136661887168884,6000,0,1206,8.0,125.0,12.0,1207,0,,
sub-3_,18,tx1_rx0__tx1_rx3,tx1_rx0,tx1_rx3,True,device_ms,0.8712033705879448,0.9490893181568332,0.8725066184997559,0.9467793703079224,6000,1,0,10.0,100.0,15.0,0,1,1,resampled segment frame count
sub-3_,18,tx1_rx0__tx1_rx3,tx1_rx0,tx1_rx3,True,host_ms,nan,nan,0.8725066184997559,0.9467793703079224,6000,0,1206,8.0,125.0,12.0,1207,0,,
sub-3_,18,tx1_rx1__tx1_rx2,tx1_rx1,tx1_rx2,True,device_ms,0.7177081320276071,0.9371017190323375,0.7317872643470764,0.9371886253356934,6000,1,0,10.0,100.0,15.0,0,1,1,resampled segment frame count
sub-3_,18,tx1_rx1__tx1_rx2,tx1_rx1,tx1_rx2,True,host_ms,nan,nan,0.7317872643470764,0.9371886253356934,6000,0,1206,8.0,125.0,12.0,1207,0,,
sub-3_,18,tx1_rx1__tx1_rx3,tx1_rx1,tx1_rx3,True,device_ms,0.7657964438010912,0.9699473145337869,0.7682960629463196,0.9687475562095642,6000,1,0,10.0,100.0,15.0,0,1,1,resampled segment frame count
sub-3_,18,tx1_rx1__tx1_rx3,tx1_rx1,tx1_rx3,True,host_ms,nan,nan,0.7682960629463196,0.9687475562095642,6000,0,1206,8.0,125.0,12.0,1207,0,,
sub-3_,18,tx1_rx2__tx1_rx3,tx1_rx2,tx1_rx3,True,device_ms,0.7676546191393917,0.942163538290326,0.7785453200340271,0.9385234117507935,6000,1,0,10.0,100.0,15.0,0,1,1,resampled segment frame count
sub-3_,18,tx1_rx2__tx1_rx3,tx1_rx2,tx1_rx3,True,host_ms,nan,nan,0.7785453200340271,0.9385234117507935,6000,0,1206,8.0,125.0,12.0,1207,0,,
sub-3_,247,tx0_rx0__tx0_rx1,tx0_rx0,tx0_rx1,True,device_ms,0.688610890782363,0.9368482513717881,0.6964499354362488,0.9314535856246948,6000,1,0,10.0,100.0,15.0,0,1,1,resampled segment frame count
sub-3_,247,tx0_rx0__tx0_rx1,tx0_rx0,tx0_rx1,True,host_ms,nan,nan,0.6964499354362488,0.9314535856246948,6000,0,1206,8.0,125.0,12.0,1207,0,,
sub-3_,247,tx0_rx0__tx0_rx2,tx0_rx0,tx0_rx2,True,device_ms,0.8256607667968697,0.9837709005108985,0.8234027028083801,0.9842760562896729,6000,1,0,10.0,100.0,15.0,0,1,1,resampled segment frame count
sub-3_,247,tx0_rx0__tx0_rx2,tx0_rx0,tx0_rx2,True,host_ms,nan,nan,0.8234027028083801,0.9842760562896729,6000,0,1206,8.0,125.0,12.0,1207,0,,
sub-3_,247,tx0_rx0__tx0_rx3,tx0_rx0,tx0_rx3,True,device_ms,0.8838427943663439,0.9853322480257055,0.8715671896934509,0.9781519174575806,6000,1,0,10.0,100.0,15.0,0,1,1,resampled segment frame count
sub-3_,247,tx0_rx0__tx0_rx3,tx0_rx0,tx0_rx3,True,host_ms,nan,nan,0.8715671896934509,0.9781519174575806,6000,0,1206,8.0,125.0,12.0,1207,0,,
sub-3_,247,tx0_rx0__tx1_rx0,tx0_rx0,tx1_rx0,False,device_ms,0.8847909842399356,0.99607476802336,0.8971664309501648,0.9956783652305603,6000,1,0,10.0,100.0,15.0,0,1,1,resampled segment frame count
sub-3_,247,tx0_rx0__tx1_rx0,tx0_rx0,tx1_rx0,False,host_ms,nan,nan,0.8971664309501648,0.9956783652305603,6000,0,1206,8.0,125.0,12.0,1207,0,,
sub-3_,247,tx0_rx0__tx1_rx1,tx0_rx0,tx1_rx1,False,device_ms,0.6213842603142067,0.908326660043274,0.6255735158920288,0.8976130485534668,6000,1,0,10.0,100.0,15.0,0,1,1,resampled segment frame count
sub-3_,247,tx0_rx0__tx1_rx1,tx0_rx0,tx1_rx1,False,host_ms,nan,nan,0.6255735158920288,0.8976130485534668,6000,0,1206,8.0,125.0,12.0,1207,0,,
sub-3_,247,tx0_rx0__tx1_rx2,tx0_rx0,tx1_rx2,False,device_ms,0.8650271383578444,0.994129725455284,0.8632028102874756,0.9929071664810181,6000,1,0,10.0,100.0,15.0,0,1,1,resampled segment frame count
sub-3_,247,tx0_rx0__tx1_rx2,tx0_rx0,tx1_rx2,False,host_ms,nan,nan,0.8632028102874756,0.9929071664810181,6000,0,1206,8.0,125.0,12.0,1207,0,,
sub-3_,247,tx0_rx0__tx1_rx3,tx0_rx0,tx1_rx3,False,device_ms,0.8661064788905212,0.9928026917935783,0.8725525736808777,0.9917740225791931,6000,1,0,10.0,100.0,15.0,0,1,1,resampled segment frame count
sub-3_,247,tx0_rx0__tx1_rx3,tx0_rx0,tx1_rx3,False,host_ms,nan,nan,0.8725525736808777,0.9917740225791931,6000,0,1206,8.0,125.0,12.0,1207,0,,
sub-3_,247,tx0_rx1__tx0_rx2,tx0_rx1,tx0_rx2,True,device_ms,0.7118149401769286,0.9407885766332559,0.7045223712921143,0.9348890781402588,6000,1,0,10.0,100.0,15.0,0,1,1,resampled segment frame count
sub-3_,247,tx0_rx1__tx0_rx2,tx0_rx1,tx0_rx2,True,host_ms,nan,nan,0.7045223712921143,0.9348890781402588,6000,0,1206,8.0,125.0,12.0,1207,0,,
sub-3_,247,tx0_rx1__tx0_rx3,tx0_rx1,tx0_rx3,True,device_ms,0.6659993730094408,0.9276398369106589,0.6369773149490356,0.9134196639060974,6000,1,0,10.0,100.0,15.0,0,1,1,resampled segment frame count
sub-3_,247,tx0_rx1__tx0_rx3,tx0_rx1,tx0_rx3,True,host_ms,nan,nan,0.6369773149490356,0.9134196639060974,6000,0,1206,8.0,125.0,12.0,1207,0,,
sub-3_,247,tx0_rx1__tx1_rx0,tx0_rx1,tx1_rx0,False,device_ms,0.8707292513789281,0.9597746653683508,0.8701708912849426,0.9571551084518433,6000,1,0,10.0,100.0,15.0,0,1,1,resampled segment frame count
sub-3_,247,tx0_rx1__tx1_rx0,tx0_rx1,tx1_rx0,False,host_ms,nan,nan,0.8701708912849426,0.9571551084518433,6000,0,1206,8.0,125.0,12.0,1207,0,,
sub-3_,247,tx0_rx1__tx1_rx1,tx0_rx1,tx1_rx1,False,device_ms,0.9255639927924406,0.9754655649551601,0.9315080642700195,0.9764688014984131,6000,1,0,10.0,100.0,15.0,0,1,1,resampled segment frame count
sub-3_,247,tx0_rx1__tx1_rx1,tx0_rx1,tx1_rx1,False,host_ms,nan,nan,0.9315080642700195,0.9764688014984131,6000,0,1206,8.0,125.0,12.0,1207,0,,
sub-3_,247,tx0_rx1__tx1_rx2,tx0_rx1,tx1_rx2,False,device_ms,0.6878801939895126,0.9367450364400782,0.6798399090766907,0.9290450215339661,6000,1,0,10.0,100.0,15.0,0,1,1,resampled segment frame count
sub-3_,247,tx0_rx1__tx1_rx2,tx0_rx1,tx1_rx2,False,host_ms,nan,nan,0.6798399090766907,0.9290450215339661,6000,0,1206,8.0,125.0,12.0,1207,0,,
sub-3_,247,tx0_rx1__tx1_rx3,tx0_rx1,tx1_rx3,False,device_ms,0.6747322718851964,0.9385314734623896,0.6576438546180725,0.9307795763015747,6000,1,0,10.0,100.0,15.0,0,1,1,resampled segment frame count
sub-3_,247,tx0_rx1__tx1_rx3,tx0_rx1,tx1_rx3,False,host_ms,nan,nan,0.6576438546180725,0.9307795763015747,6000,0,1206,8.0,125.0,12.0,1207,0,,
sub-3_,247,tx0_rx2__tx0_rx3,tx0_rx2,tx0_rx3,True,device_ms,0.81560058799485,0.9734417573172653,0.8029970526695251,0.9659439921379089,6000,1,0,10.0,100.0,15.0,0,1,1,resampled segment frame count
sub-3_,247,tx0_rx2__tx0_rx3,tx0_rx2,tx0_rx3,True,host_ms,nan,nan,0.8029970526695251,0.9659439921379089,6000,0,1206,8.0,125.0,12.0,1207,0,,
sub-3_,247,tx0_rx2__tx1_rx0,tx0_rx2,tx1_rx0,False,device_ms,0.8650720369455599,0.9839032055829116,0.8622234463691711,0.9840726852416992,6000,1,0,10.0,100.0,15.0,0,1,1,resampled segment frame count
sub-3_,247,tx0_rx2__tx1_rx0,tx0_rx2,tx1_rx0,False,host_ms,nan,nan,0.8622234463691711,0.9840726852416992,6000,0,1206,8.0,125.0,12.0,1207,0,,
sub-3_,247,tx0_rx2__tx1_rx1,tx0_rx2,tx1_rx1,False,device_ms,0.6580745145014161,0.9110960353210804,0.6507810950279236,0.9000011682510376,6000,1,0,10.0,100.0,15.0,0,1,1,resampled segment frame count
sub-3_,247,tx0_rx2__tx1_rx1,tx0_rx2,tx1_rx1,False,host_ms,nan,nan,0.6507810950279236,0.9000011682510376,6000,0,1206,8.0,125.0,12.0,1207,0,,
sub-3_,247,tx0_rx2__tx1_rx2,tx0_rx2,tx1_rx2,False,device_ms,0.9153527736357758,0.9863038643393973,0.908499538898468,0.9851074814796448,6000,1,0,10.0,100.0,15.0,0,1,1,resampled segment frame count
sub-3_,247,tx0_rx2__tx1_rx2,tx0_rx2,tx1_rx2,False,host_ms,nan,nan,0.908499538898468,0.9851074814796448,6000,0,1206,8.0,125.0,12.0,1207,0,,
sub-3_,247,tx0_rx2__tx1_rx3,tx0_rx2,tx1_rx3,False,device_ms,0.8496462291423638,0.9872073676155617,0.8511691093444824,0.9863730072975159,6000,1,0,10.0,100.0,15.0,0,1,1,resampled segment frame count
sub-3_,247,tx0_rx2__tx1_rx3,tx0_rx2,tx1_rx3,False,host_ms,nan,nan,0.8511691093444824,0.9863730072975159,6000,0,1206,8.0,125.0,12.0,1207,0,,
sub-3_,247,tx0_rx3__tx1_rx0,tx0_rx3,tx1_rx0,False,device_ms,0.8303443268850311,0.9804860613309565,0.8113331198692322,0.9722046256065369,6000,1,0,10.0,100.0,15.0,0,1,1,resampled segment frame count
sub-3_,247,tx0_rx3__tx1_rx0,tx0_rx3,tx1_rx0,False,host_ms,nan,nan,0.8113331198692322,0.9722046256065369,6000,0,1206,8.0,125.0,12.0,1207,0,,
sub-3_,247,tx0_rx3__tx1_rx1,tx0_rx3,tx1_rx1,False,device_ms,0.6097643204889556,0.8941274389868283,0.5895886421203613,0.8704138398170471,6000,1,0,10.0,100.0,15.0,0,1,1,resampled segment frame count
sub-3_,247,tx0_rx3__tx1_rx1,tx0_rx3,tx1_rx1,False,host_ms,nan,nan,0.5895886421203613,0.8704138398170471,6000,0,1206,8.0,125.0,12.0,1207,0,,
sub-3_,247,tx0_rx3__tx1_rx2,tx0_rx3,tx1_rx2,False,device_ms,0.8295068597291921,0.9730012199059401,0.8110284209251404,0.9611477851867676,6000,1,0,10.0,100.0,15.0,0,1,1,resampled segment frame count
sub-3_,247,tx0_rx3__tx1_rx2,tx0_rx3,tx1_rx2,False,host_ms,nan,nan,0.8110284209251404,0.9611477851867676,6000,0,1206,8.0,125.0,12.0,1207,0,,
sub-3_,247,tx0_rx3__tx1_rx3,tx0_rx3,tx1_rx3,False,device_ms,0.8975871920309186,0.9892465378095219,0.891998827457428,0.9864403009414673,6000,1,0,10.0,100.0,15.0,0,1,1,resampled segment frame count
sub-3_,247,tx0_rx3__tx1_rx3,tx0_rx3,tx1_rx3,False,host_ms,nan,nan,0.891998827457428,0.9864403009414673,6000,0,1206,8.0,125.0,12.0,1207,0,,
sub-3_,247,tx1_rx0__tx1_rx1,tx1_rx0,tx1_rx1,True,device_ms,0.7990907858543044,0.9375193848016447,0.7980924248695374,0.9301077127456665,6000,1,0,10.0,100.0,15.0,0,1,1,resampled segment frame count
sub-3_,247,tx1_rx0__tx1_rx1,tx1_rx0,tx1_rx1,True,host_ms,nan,nan,0.7980924248695374,0.9301077127456665,6000,0,1206,8.0,125.0,12.0,1207,0,,
sub-3_,247,tx1_rx0__tx1_rx2,tx1_rx0,tx1_rx2,True,device_ms,0.8832126424759572,0.992834412691503,0.8791189193725586,0.9907862544059753,6000,1,0,10.0,100.0,15.0,0,1,1,resampled segment frame count
sub-3_,247,tx1_rx0__tx1_rx2,tx1_rx0,tx1_rx2,True,host_ms,nan,nan,0.8791189193725586,0.9907862544059753,6000,0,1206,8.0,125.0,12.0,1207,0,,
sub-3_,247,tx1_rx0__tx1_rx3,tx1_rx0,tx1_rx3,True,device_ms,0.8718711160800281,0.9907876294785047,0.8630967140197754,0.9889518618583679,6000,1,0,10.0,100.0,15.0,0,1,1,resampled segment frame count
sub-3_,247,tx1_rx0__tx1_rx3,tx1_rx0,tx1_rx3,True,host_ms,nan,nan,0.8630967140197754,0.9889518618583679,6000,0,1206,8.0,125.0,12.0,1207,0,,
sub-3_,247,tx1_rx1__tx1_rx2,tx1_rx1,tx1_rx2,True,device_ms,0.6219189406540863,0.9124789258657933,0.6109556555747986,0.9014167785644531,6000,1,0,10.0,100.0,15.0,0,1,1,resampled segment frame count
sub-3_,247,tx1_rx1__tx1_rx2,tx1_rx1,tx1_rx2,True,host_ms,nan,nan,0.6109556555747986,0.9014167785644531,6000,0,1206,8.0,125.0,12.0,1207,0,,
sub-3_,247,tx1_rx1__tx1_rx3,tx1_rx1,tx1_rx3,True,device_ms,0.6331890289666607,0.9080220638707306,0.6275827884674072,0.8930314183235168,6000,1,0,10.0,100.0,15.0,0,1,1,resampled segment frame count
sub-3_,247,tx1_rx1__tx1_rx3,tx1_rx1,tx1_rx3,True,host_ms,nan,nan,0.6275827884674072,0.8930314183235168,6000,0,1206,8.0,125.0,12.0,1207,0,,
sub-3_,247,tx1_rx2__tx1_rx3,tx1_rx2,tx1_rx3,True,device_ms,0.9068682598367862,0.9915899141958492,0.9029059410095215,0.9876291155815125,6000,1,0,10.0,100.0,15.0,0,1,1,resampled segment frame count
sub-3_,247,tx1_rx2__tx1_rx3,tx1_rx2,tx1_rx3,True,host_ms,nan,nan,0.9029059410095215,0.9876291155815125,6000,0,1206,8.0,125.0,12.0,1207,0,,
sub-3_,69,tx0_rx0__tx0_rx1,tx0_rx0,tx0_rx1,True,device_ms,0.6652902257084871,0.9130373942831653,0.6775944828987122,0.905266523361206,6000,1,0,10.0,100.0,15.0,0,1,1,resampled segment frame count
sub-3_,69,tx0_rx0__tx0_rx1,tx0_rx0,tx0_rx1,True,host_ms,nan,nan,0.6775944828987122,0.905266523361206,6000,0,1206,8.0,125.0,12.0,1207,0,,
sub-3_,69,tx0_rx0__tx0_rx2,tx0_rx0,tx0_rx2,True,device_ms,0.7031962502148157,0.9073927539682985,0.7188091278076172,0.8957725763320923,6000,1,0,10.0,100.0,15.0,0,1,1,resampled segment frame count
sub-3_,69,tx0_rx0__tx0_rx2,tx0_rx0,tx0_rx2,True,host_ms,nan,nan,0.7188091278076172,0.8957725763320923,6000,0,1206,8.0,125.0,12.0,1207,0,,
sub-3_,69,tx0_rx0__tx0_rx3,tx0_rx0,tx0_rx3,True,device_ms,0.7005181909064409,0.9223425152330563,0.7140407562255859,0.9182592034339905,6000,1,0,10.0,100.0,15.0,0,1,1,resampled segment frame count
sub-3_,69,tx0_rx0__tx0_rx3,tx0_rx0,tx0_rx3,True,host_ms,nan,nan,0.7140407562255859,0.9182592034339905,6000,0,1206,8.0,125.0,12.0,1207,0,,
sub-3_,69,tx0_rx0__tx1_rx0,tx0_rx0,tx1_rx0,False,device_ms,0.6379859519836893,0.93469733458493,0.6570866107940674,0.9269953370094299,6000,1,0,10.0,100.0,15.0,0,1,1,resampled segment frame count
sub-3_,69,tx0_rx0__tx1_rx0,tx0_rx0,tx1_rx0,False,host_ms,nan,nan,0.6570866107940674,0.9269953370094299,6000,0,1206,8.0,125.0,12.0,1207,0,,
sub-3_,69,tx0_rx0__tx1_rx1,tx0_rx0,tx1_rx1,False,device_ms,0.7244358203049583,0.9442106095829829,0.7344022393226624,0.9387595057487488,6000,1,0,10.0,100.0,15.0,0,1,1,resampled segment frame count
sub-3_,69,tx0_rx0__tx1_rx1,tx0_rx0,tx1_rx1,False,host_ms,nan,nan,0.7344022393226624,0.9387595057487488,6000,0,1206,8.0,125.0,12.0,1207,0,,
sub-3_,69,tx0_rx0__tx1_rx2,tx0_rx0,tx1_rx2,False,device_ms,0.6161607702471188,0.898364347719911,0.6379519104957581,0.8874022960662842,6000,1,0,10.0,100.0,15.0,0,1,1,resampled segment frame count
sub-3_,69,tx0_rx0__tx1_rx2,tx0_rx0,tx1_rx2,False,host_ms,nan,nan,0.6379519104957581,0.8874022960662842,6000,0,1206,8.0,125.0,12.0,1207,0,,
sub-3_,69,tx0_rx0__tx1_rx3,tx0_rx0,tx1_rx3,False,device_ms,0.6623596149086993,0.8924448003701436,0.6803369522094727,0.8868399262428284,6000,1,0,10.0,100.0,15.0,0,1,1,resampled segment frame count
sub-3_,69,tx0_rx0__tx1_rx3,tx0_rx0,tx1_rx3,False,host_ms,nan,nan,0.6803369522094727,0.8868399262428284,6000,0,1206,8.0,125.0,12.0,1207,0,,
sub-3_,69,tx0_rx1__tx0_rx2,tx0_rx1,tx0_rx2,True,device_ms,0.6694656115812362,0.8992426956064514,0.6795638203620911,0.886171281337738,6000,1,0,10.0,100.0,15.0,0,1,1,resampled segment frame count
sub-3_,69,tx0_rx1__tx0_rx2,tx0_rx1,tx0_rx2,True,host_ms,nan,nan,0.6795638203620911,0.886171281337738,6000,0,1206,8.0,125.0,12.0,1207,0,,
sub-3_,69,tx0_rx1__tx0_rx3,tx0_rx1,tx0_rx3,True,device_ms,0.6178956988398823,0.9156583643298001,0.6230753064155579,0.9084492325782776,6000,1,0,10.0,100.0,15.0,0,1,1,resampled segment frame count
sub-3_,69,tx0_rx1__tx0_rx3,tx0_rx1,tx0_rx3,True,host_ms,nan,nan,0.6230753064155579,0.9084492325782776,6000,0,1206,8.0,125.0,12.0,1207,0,,
sub-3_,69,tx0_rx1__tx1_rx0,tx0_rx1,tx1_rx0,False,device_ms,0.7009823639682257,0.8901190501437337,0.7152605056762695,0.878399670124054,6000,1,0,10.0,100.0,15.0,0,1,1,resampled segment frame count
sub-3_,69,tx0_rx1__tx1_rx0,tx0_rx1,tx1_rx0,False,host_ms,nan,nan,0.7152605056762695,0.878399670124054,6000,0,1206,8.0,125.0,12.0,1207,0,,
sub-3_,69,tx0_rx1__tx1_rx1,tx0_rx1,tx1_rx1,False,device_ms,0.5507875803862134,0.8890594993690281,0.5553287863731384,0.8799589276313782,6000,1,0,10.0,100.0,15.0,0,1,1,resampled segment frame count
sub-3_,69,tx0_rx1__tx1_rx1,tx0_rx1,tx1_rx1,False,host_ms,nan,nan,0.5553287863731384,0.8799589276313782,6000,0,1206,8.0,125.0,12.0,1207,0,,
sub-3_,69,tx0_rx1__tx1_rx2,tx0_rx1,tx1_rx2,False,device_ms,0.626377721540248,0.9198371780513459,0.6451883912086487,0.9080421328544617,6000,1,0,10.0,100.0,15.0,0,1,1,resampled segment frame count
sub-3_,69,tx0_rx1__tx1_rx2,tx0_rx1,tx1_rx2,False,host_ms,nan,nan,0.6451883912086487,0.9080421328544617,6000,0,1206,8.0,125.0,12.0,1207,0,,
sub-3_,69,tx0_rx1__tx1_rx3,tx0_rx1,tx1_rx3,False,device_ms,0.7563134440331593,0.8851784583271805,0.767519474029541,0.873583197593689,6000,1,0,10.0,100.0,15.0,0,1,1,resampled segment frame count
sub-3_,69,tx0_rx1__tx1_rx3,tx0_rx1,tx1_rx3,False,host_ms,nan,nan,0.767519474029541,0.873583197593689,6000,0,1206,8.0,125.0,12.0,1207,0,,
sub-3_,69,tx0_rx2__tx0_rx3,tx0_rx2,tx0_rx3,True,device_ms,0.7100262583621668,0.9606497900604153,0.7241151332855225,0.9577307105064392,6000,1,0,10.0,100.0,15.0,0,1,1,resampled segment frame count
sub-3_,69,tx0_rx2__tx0_rx3,tx0_rx2,tx0_rx3,True,host_ms,nan,nan,0.7241151332855225,0.9577307105064392,6000,0,1206,8.0,125.0,12.0,1207,0,,
