session,range_bin,pair,ch_i,ch_j,same_tx,timestamp_source,coherence_hr_timestamp_aware,coherence_br_timestamp_aware,coherence_hr_legacy_frame_index,coherence_br_legacy_frame_index,input_frames,segments,gap_count,median_dt_ms,resampled_fs_hz,gap_threshold_ms,discarded_short_gap_segments,paired_segments,coherence_segments_used,coherence_weighted_by
sub-3_,69,tx0_rx2__tx1_rx0,tx0_rx2,tx1_rx0,False,device_ms,0.6177303117477114,0.9159477400262809,0.6372587084770203,0.9042555093765259,6000,1,0,10.0,100.0,15.0,0,1,1,resampled segment frame count
sub-3_,69,tx0_rx2__tx1_rx0,tx0_rx2,tx1_rx0,False,host_ms,nan,nan,0.6372587084770203,0.9042555093765259,6000,0,1206,8.0,125.0,12.0,1207,0,,
sub-3_,69,tx0_rx2__tx1_rx1,tx0_rx2,tx1_rx1,False,device_ms,0.6642652316263272,0.9355859904015753,0.6758192181587219,0.9314610958099365,6000,1,0,10.0,100.0,15.0,0,1,1,resampled segment frame count
sub-3_,69,tx0_rx2__tx1_rx1,tx0_rx2,tx1_rx1,False,host_ms,nan,nan,0.6758192181587219,0.9314610958099365,6000,0,1206,8.0,125.0,12.0,1207,0,,
sub-3_,69,tx0_rx2__tx1_rx2,tx0_rx2,tx1_rx2,False,device_ms,0.6908175563968603,0.940153572931225,0.7091734409332275,0.9325067400932312,6000,1,0,10.0,100.0,15.0,0,1,1,resampled segment frame count
sub-3_,69,tx0_rx2__tx1_rx2,tx0_rx2,tx1_rx2,False,host_ms,nan,nan,0.7091734409332275,0.9325067400932312,6000,0,1206,8.0,125.0,12.0,1207,0,,
sub-3_,69,tx0_rx2__tx1_rx3,tx0_rx2,tx1_rx3,False,device_ms,0.6737720851224255,0.9199206596921898,0.6939918398857117,0.9111143350601196,6000,1,0,10.0,100.0,15.0,0,1,1,resampled segment frame count
sub-3_,69,tx0_rx2__tx1_rx3,tx0_rx2,tx1_rx3,False,host_ms,nan,nan,0.6939918398857117,0.9111143350601196,6000,0,1206,8.0,125.0,12.0,1207,0,,
sub-3_,69,tx0_rx3__tx1_rx0,tx0_rx3,tx1_rx0,False,device_ms,0.6145886492228922,0.9269302887876021,0.6336987614631653,0.9222595691680908,6000,1,0,10.0,100.0,15.0,0,1,1,resampled segment frame count
sub-3_,69,tx0_rx3__tx1_rx0,tx0_rx3,tx1_rx0,False,host_ms,nan,nan,0.6336987614631653,0.9222595691680908,6000,0,1206,8.0,125.0,12.0,1207,0,,
sub-3_,69,tx0_rx3__tx1_rx1,tx0_rx3,tx1_rx1,False,device_ms,0.6916295981236469,0.9369662720275422,0.7036967277526855,0.9353235363960266,6000,1,0,10.0,100.0,15.0,0,1,1,resampled segment frame count
sub-3_,69,tx0_rx3__tx1_rx1,tx0_rx3,tx1_rx1,False,host_ms,nan,nan,0.7036967277526855,0.9353235363960266,6000,0,1206,8.0,125.0,12.0,1207,0,,
sub-3_,69,tx0_rx3__tx1_rx2,tx0_rx3,tx1_rx2,False,device_ms,0.5294416132464599,0.9306016958275278,0.5385949611663818,0.9231379628181458,6000,1,0,10.0,100.0,15.0,0,1,1,resampled segment frame count
sub-3_,69,tx0_rx3__tx1_rx2,tx0_rx3,tx1_rx2,False,host_ms,nan,nan,0.5385949611663818,0.9231379628181458,6000,0,1206,8.0,125.0,12.0,1207,0,,
sub-3_,69,tx0_rx3__tx1_rx3,tx0_rx3,tx1_rx3,False,device_ms,0.6883911279166531,0.9185546296143099,0.6975361704826355,0.9109940528869629,6000,1,0,10.0,100.0,15.0,0,1,1,resampled segment frame count
sub-3_,69,tx0_rx3__tx1_rx3,tx0_rx3,tx1_rx3,False,host_ms,nan,nan,0.6975361704826355,0.9109940528869629,6000,0,1206,8.0,125.0,12.0,1207,0,,
sub-3_,69,tx1_rx0__tx1_rx1,tx1_rx0,tx1_rx1,True,device_ms,0.5812218280526442,0.9400539053959633,0.5945771336555481,0.9382175207138062,6000,1,0,10.0,100.0,15.0,0,1,1,resampled segment frame count
sub-3_,69,tx1_rx0__tx1_rx1,tx1_rx0,tx1_rx1,True,host_ms,nan,nan,0.5945771336555481,0.9382175207138062,6000,0,1206,8.0,125.0,12.0,1207,0,,
sub-3_,69,tx1_rx0__tx1_rx2,tx1_rx0,tx1_rx2,True,device_ms,0.7698620439827323,0.9489851195744585,0.7797908186912537,0.9425970315933228,6000,1,0,10.0,100.0,15.0,0,1,1,resampled segment frame count
sub-3_,69,tx1_rx0__tx1_rx2,tx1_rx0,tx1_rx2,True,host_ms,nan,nan,0.7797908186912537,0.9425970315933228,6000,0,1206,8.0,125.0,12.0,1207,0,,
sub-3_,69,tx1_rx0__tx1_rx3,tx1_rx0,tx1_rx3,True,device_ms,0.7054247880006662,0.9164672430126839,0.719447910785675,0.909692108631134,6000,1,0,10.0,100.0,15.0,0,1,1,resampled segment frame count
sub-3_,69,tx1_rx0__tx1_rx3,tx1_rx0,tx1_rx3,True,host_ms,nan,nan,0.719447910785675,0.909692108631134,6000,0,1206,8.0,125.0,12.0,1207,0,,
sub-3_,69,tx1_rx1__tx1_rx2,tx1_rx1,tx1_rx2,True,device_ms,0.5030288181803478,0.9234522775376501,0.5099740624427795,0.9199519753456116,6000,1,0,10.0,100.0,15.0,0,1,1,resampled segment frame count
sub-3_,69,tx1_rx1__tx1_rx2,tx1_rx1,tx1_rx2,True,host_ms,nan,nan,0.5099740624427795,0.9199519753456116,6000,0,1206,8.0,125.0,12.0,1207,0,,
sub-3_,69,tx1_rx1__tx1_rx3,tx1_rx1,tx1_rx3,True,device_ms,0.5949718119983484,0.8630925690726474,0.6044830679893494,0.8588130474090576,6000,1,0,10.0,100.0,15.0,0,1,1,resampled segment frame count
sub-3_,69,tx1_rx1__tx1_rx3,tx1_rx1,tx1_rx3,True,host_ms,nan,nan,0.6044830679893494,0.8588130474090576,6000,0,1206,8.0,125.0,12.0,1207,0,,
sub-3_,69,tx1_rx2__tx1_rx3,tx1_rx2,tx1_rx3,True,device_ms,0.6460136870081986,0.9308300339075216,0.6621491312980652,0.9194842576980591,6000,1,0,10.0,100.0,15.0,0,1,1,resampled segment frame count
sub-3_,69,tx1_rx2__tx1_rx3,tx1_rx2,tx1_rx3,True,host_ms,nan,nan,0.6621491312980652,0.9194842576980591,6000,0,1206,8.0,125.0,12.0,1207,0,,
sub-4_,12,tx0_rx0__tx0_rx1,tx0_rx0,tx0_rx1,True,device_ms,0.8377326240091049,0.9555451053072636,0.8428468704223633,0.9528932571411133,6000,1,0,10.0,100.0,15.0,0,1,1,resampled segment frame count
sub-4_,12,tx0_rx0__tx0_rx1,tx0_rx0,tx0_rx1,True,host_ms,nan,nan,0.8428468704223633,0.9528932571411133,6000,0,1687,7.0,142.85714285714286,10.5,1688,0,,
sub-4_,12,tx0_rx0__tx0_rx2,tx0_rx0,tx0_rx2,True,device_ms,0.7692062664755372,0.9429687816712525,0.7736985087394714,0.9432946443557739,6000,1,0,10.0,100.0,15.0,0,1,1,resampled segment frame count
sub-4_,12,tx0_rx0__tx0_rx2,tx0_rx0,tx0_rx2,True,host_ms,nan,nan,0.7736985087394714,0.9432946443557739,6000,0,1687,7.0,142.85714285714286,10.5,1688,0,,
sub-4_,12,tx0_rx0__tx0_rx3,tx0_rx0,tx0_rx3,True,device_ms,0.7363035004331162,0.9427805896232178,0.7272534966468811,0.9401507377624512,6000,1,0,10.0,100.0,15.0,0,1,1,resampled segment frame count
sub-4_,12,tx0_rx0__tx0_rx3,tx0_rx0,tx0_rx3,True,host_ms,nan,nan,0.7272534966468811,0.9401507377624512,6000,0,1687,7.0,142.85714285714286,10.5,1688,0,,
sub-4_,12,tx0_rx0__tx1_rx0,tx0_rx0,tx1_rx0,False,device_ms,0.8281053690479915,0.9706889516534265,0.8259895443916321,0.9703902006149292,6000,1,0,10.0,100.0,15.0,0,1,1,resampled segment frame count
sub-4_,12,tx0_rx0__tx1_rx0,tx0_rx0,tx1_rx0,False,host_ms,nan,nan,0.8259895443916321,0.9703902006149292,6000,0,1687,7.0,142.85714285714286,10.5,1688,0,,
sub-4_,12,tx0_rx0__tx1_rx1,tx0_rx0,tx1_rx1,False,device_ms,0.7194890567549584,0.9292371452308458,0.7286943793296814,0.927667498588562,6000,1,0,10.0,100.0,15.0,0,1,1,resampled segment frame count
sub-4_,12,tx0_rx0__tx1_rx1,tx0_rx0,tx1_rx1,False,host_ms,nan,nan,0.7286943793296814,0.927667498588562,6000,0,1687,7.0,142.85714285714286,10.5,1688,0,,
sub-4_,12,tx0_rx0__tx1_rx2,tx0_rx0,tx1_rx2,False,device_ms,0.7645398704262377,0.9457790318542096,0.770057201385498,0.9479002356529236,6000,1,0,10.0,100.0,15.0,0,1,1,resampled segment frame count
sub-4_,12,tx0_rx0__tx1_rx2,tx0_rx0,tx1_rx2,False,host_ms,nan,nan,0.770057201385498,0.9479002356529236,6000,0,1687,7.0,142.85714285714286,10.5,1688,0,,
sub-4_,12,tx0_rx0__tx1_rx3,tx0_rx0,tx1_rx3,False,device_ms,0.6388509784305583,0.9383400629089326,0.6415258049964905,0.935798168182373,6000,1,0,10.0,100.0,15.0,0,1,1,resampled segment frame count
sub-4_,12,tx0_rx0__tx1_rx3,tx0_rx0,tx1_rx3,False,host_ms,nan,nan,0.6415258049964905,0.935798168182373,6000,0,1687,7.0,142.85714285714286,10.5,1688,0,,
sub-4_,12,tx0_rx1__tx0_rx2,tx0_rx1,tx0_rx2,True,device_ms,0.7331458051647876,0.9514909860223434,0.7418089509010315,0.954239010810852,6000,1,0,10.0,100.0,15.0,0,1,1,resampled segment frame count
sub-4_,12,tx0_rx1__tx0_rx2,tx0_rx1,tx0_rx2,True,host_ms,nan,nan,0.7418089509010315,0.954239010810852,6000,0,1687,7.0,142.85714285714286,10.5,1688,0,,
sub-4_,12,tx0_rx1__tx0_rx3,tx0_rx1,tx0_rx3,True,device_ms,0.7370427603562081,0.9243987798572618,0.7326538562774658,0.9209198951721191,6000,1,0,10.0,100.0,15.0,0,1,1,resampled segment frame count
sub-4_,12,tx0_rx1__tx0_rx3,tx0_rx1,tx0_rx3,True,host_ms,nan,nan,0.7326538562774658,0.9209198951721191,6000,0,1687,7.0,142.85714285714286,10.5,1688,0,,
sub-4_,12,tx0_rx1__tx1_rx0,tx0_rx1,tx1_rx0,False,device_ms,0.7946703236547253,0.9575949524691998,0.7955646514892578,0.9544352889060974,6000,1,0,10.0,100.0,15.0,0,1,1,resampled segment frame count
sub-4_,12,tx0_rx1__tx1_rx0,tx0_rx1,tx1_rx0,False,host_ms,nan,nan,0.7955646514892578,0.9544352889060974,6000,0,1687,7.0,142.85714285714286,10.5,1688,0,,
sub-4_,12,tx0_rx1__tx1_rx1,tx0_rx1,tx1_rx1,False,device_ms,0.7408395679033939,0.938988238789784,0.7453106045722961,0.9316914081573486,6000,1,0,10.0,100.0,15.0,0,1,1,resampled segment frame count
sub-4_,12,tx0_rx1__tx1_rx1,tx0_rx1,tx1_rx1,False,host_ms,nan,nan,0.7453106045722961,0.9316914081573486,6000,0,1687,7.0,142.85714285714286,10.5,1688,0,,
sub-4_,12,tx0_rx1__tx1_rx2,tx0_rx1,tx1_rx2,False,device_ms,0.7096653493712487,0.9405999223162821,0.7133584022521973,0.9380625486373901,6000,1,0,10.0,100.0,15.0,0,1,1,resampled segment frame count
sub-4_,12,tx0_rx1__tx1_rx2,tx0_rx1,tx1_rx2,False,host_ms,nan,nan,0.7133584022521973,0.9380625486373901,6000,0,1687,7.0,142.85714285714286,10.5,1688,0,,
sub-4_,12,tx0_rx1__tx1_rx3,tx0_rx1,tx1_rx3,False,device_ms,0.6762917891297457,0.9536925673159328,0.6763989925384521,0.9506188631057739,6000,1,0,10.0,100.0,15.0,0,1,1,resampled segment frame count
sub-4_,12,tx0_rx1__tx1_rx3,tx0_rx1,tx1_rx3,False,host_ms,nan,nan,0.6763989925384521,0.9506188631057739,6000,0,1687,7.0,142.85714285714286,10.5,1688,0,,
sub-4_,12,tx0_rx2__tx0_rx3,tx0_rx2,tx0_rx3,True,device_ms,0.6883715876876241,0.9258230869058195,0.6828263401985168,0.92433762550354,6000,1,0,10.0,100.0,15.0,0,1,1,resampled segment frame count
sub-4_,12,tx0_rx2__tx0_rx3,tx0_rx2,tx0_rx3,True,host_ms,nan,nan,0.6828263401985168,0.92433762550354,6000,0,1687,7.0,142.85714285714286,10.5,1688,0,,
sub-4_,12,tx0_rx2__tx1_rx0,tx0_rx2,tx1_rx0,False,device_ms,0.7211767240308591,0.9159404394543325,0.7229480743408203,0.9163121581077576,6000,1,0,10.0,100.0,15.0,0,1,1,resampled segment frame count
sub-4_,12,tx0_rx2__tx1_rx0,tx0_rx2,tx1_rx0,False,host_ms,nan,nan,0.7229480743408203,0.9163121581077576,6000,0,1687,7.0,142.85714285714286,10.5,1688,0,,
sub-4_,12,tx0_rx2__tx1_rx1,tx0_rx2,tx1_rx1,False,device_ms,0.6735307472225802,0.9139165609832305,0.6755865216255188,0.9131647944450378,6000,1,0,10.0,100.0,15.0,0,1,1,resampled segment frame count
sub-4_,12,tx0_rx2__tx1_rx1,tx0_rx2,tx1_rx1,False,host_ms,nan,nan,0.6755865216255188,0.9131647944450378,6000,0,1687,7.0,142.85714285714286,10.5,1688,0,,
sub-4_,12,tx0_rx2__tx1_rx2,tx0_rx2,tx1_rx2,False,device_ms,0.7805542032902758,0.9341841651376864,0.7751068472862244,0.9349067211151123,6000,1,0,10.0,100.0,15.0,0,1,1,resampled segment frame count
sub-4_,12,tx0_rx2__tx1_rx2,tx0_rx2,tx1_rx2,False,host_ms,nan,nan,0.7751068472862244,0.9349067211151123,6000,0,1687,7.0,142.85714285714286,10.5,1688,0,,
sub-4_,12,tx0_rx2__tx1_rx3,tx0_rx2,tx1_rx3,False,device_ms,0.6599357823227976,0.9397582573623358,0.6636016964912415,0.937472939491272,6000,1,0,10.0,100.0,15.0,0,1,1,resampled segment frame count
sub-4_,12,tx0_rx2__tx1_rx3,tx0_rx2,tx1_rx3,False,host_ms,nan,nan,0.6636016964912415,0.937472939491272,6000,0,1687,7.0,142.85714285714286,10.5,1688,0,,
sub-4_,12,tx0_rx3__tx1_rx0,tx0_rx3,tx1_rx0,False,device_ms,0.7745125810726409,0.9265263898984418,0.7679853439331055,0.9231753945350647,6000,1,0,10.0,100.0,15.0,0,1,1,resampled segment frame count
sub-4_,12,tx0_rx3__tx1_rx0,tx0_rx3,tx1_rx0,False,host_ms,nan,nan,0.7679853439331055,0.9231753945350647,6000,0,1687,7.0,142.85714285714286,10.5,1688,0,,
sub-4_,12,tx0_rx3__tx1_rx1,tx0_rx3,tx1_rx1,False,device_ms,0.6965098469956077,0.8946896001439062,0.6840009093284607,0.8910890817642212,6000,1,0,10.0,100.0,15.0,0,1,1,resampled segment frame count
sub-4_,12,tx0_rx3__tx1_rx1,tx0_rx3,tx1_rx1,False,host_ms,nan,nan,0.6840009093284607,0.8910890817642212,6000,0,1687,7.0,142.85714285714286,10.5,1688,0,,
sub-4_,12,tx0_rx3__tx1_rx2,tx0_rx3,tx1_rx2,False,device_ms,0.7082096025009195,0.9111736817162603,0.700047492980957,0.9116458296775818,6000,1,0,10.0,100.0,15.0,0,1,1,resampled segment frame count
sub-4_,12,tx0_rx3__tx1_rx2,tx0_rx3,tx1_rx2,False,host_ms,nan,nan,0.700047492980957,0.9116458296775818,6000,0,1687,7.0,142.85714285714286,10.5,1688,0,,
sub-4_,12,tx0_rx3__tx1_rx3,tx0_rx3,tx1_rx3,False,device_ms,0.7352483473497704,0.9415647985098491,0.729783833026886,0.939059853553772,6000,1,0,10.0,100.0,15.0,0,1,1,resampled segment frame count
sub-4_,12,tx0_rx3__tx1_rx3,tx0_rx3,tx1_rx3,False,host_ms,nan,nan,0.729783833026886,0.939059853553772,6000,0,1687,7.0,142.85714285714286,10.5,1688,0,,
sub-4_,12,tx1_rx0__tx1_rx1,tx1_rx0,tx1_rx1,True,device_ms,0.7933581136655313,0.9440893362633268,0.7954037189483643,0.9433889389038086,6000,1,0,10.0,100.0,15.0,0,1,1,resampled segment frame count
sub-4_,12,tx1_rx0__tx1_rx1,tx1_rx0,tx1_rx1,True,host_ms,nan,nan,0.7954037189483643,0.9433889389038086,6000,0,1687,7.0,142.85714285714286,10.5,1688,0,,
sub-4_,12,tx1_rx0__tx1_rx2,tx1_rx0,tx1_rx2,True,device_ms,0.740633796696701,0.9469182255289892,0.7392824292182922,0.9453330039978027,6000,1,0,10.0,100.0,15.0,0,1,1,resampled segment frame count
sub-4_,12,tx1_rx0__tx1_rx2,tx1_rx0,tx1_rx2,True,host_ms,nan,nan,0.7392824292182922,0.9453330039978027,6000,0,1687,7.0,142.85714285714286,10.5,1688,0,,
sub-4_,12,tx1_rx0__tx1_rx3,tx1_rx0,tx1_rx3,True,device_ms,0.7199481027155342,0.9522527302124493,0.7218143939971924,0.9488467574119568,6000,1,0,10.0,100.0,15.0,0,1,1,resampled segment frame count
sub-4_,12,tx1_rx0__tx1_rx3,tx1_rx0,tx1_rx3,True,host_ms,nan,nan,0.7218143939971924,0.9488467574119568,6000,0,1687,7.0,142.85714285714286,10.5,1688,0,,
sub-4_,12,tx1_rx1__tx1_rx2,tx1_rx1,tx1_rx2,True,device_ms,0.8234955420758695,0.9491917278354947,0.8176240921020508,0.9474918842315674,6000,1,0,10.0,100.0,15.0,0,1,1,resampled segment frame count
sub-4_,12,tx1_rx1__tx1_rx2,tx1_rx1,tx1_rx2,True,host_ms,nan,nan,0.8176240921020508,0.9474918842315674,6000,0,1687,7.0,142.85714285714286,10.5,1688,0,,
sub-4_,12,tx1_rx1__tx1_rx3,tx1_rx1,tx1_rx3,True,device_ms,0.7227136023061439,0.9214611304636561,0.7220516800880432,0.9173630475997925,6000,1,0,10.0,100.0,15.0,0,1,1,resampled segment frame count
sub-4_,12,tx1_rx1__tx1_rx3,tx1_rx1,tx1_rx3,True,host_ms,nan,nan,0.7220516800880432,0.9173630475997925,6000,0,1687,7.0,142.85714285714286,10.5,1688,0,,
sub-4_,12,tx1_rx2__tx1_rx3,tx1_rx2,tx1_rx3,True,device_ms,0.7555554380797719,0.9426859406595425,0.7593702673912048,0.9400351643562317,6000,1,0,10.0,100.0,15.0,0,1,1,resampled segment frame count
sub-4_,12,tx1_rx2__tx1_rx3,tx1_rx2,tx1_rx3,True,host_ms,nan,nan,0.7593702673912048,0.9400351643562317,6000,0,1687,7.0,142.85714285714286,10.5,1688,0,,
sub-4_,15,tx0_rx0__tx0_rx1,tx0_rx0,tx0_rx1,True,device_ms,0.10898941557716552,0.25119978010309635,0.10611793398857117,0.2511054575443268,6000,1,0,10.0,100.0,15.0,0,1,1,resampled segment frame count
sub-4_,15,tx0_rx0__tx0_rx1,tx0_rx0,tx0_rx1,True,host_ms,nan,nan,0.10611793398857117,0.2511054575443268,6000,0,1687,7.0,142.85714285714286,10.5,1688,0,,
sub-4_,15,tx0_rx0__tx0_rx2,tx0_rx0,tx0_rx2,True,device_ms,0.12393454522435594,0.2641857068413244,0.1331862062215805,0.2565821707248688,6000,1,0,10.0,100.0,15.0,0,1,1,resampled segment frame count
sub-4_,15,tx0_rx0__tx0_rx2,tx0_rx0,tx0_rx2,True,host_ms,nan,nan,0.1331862062215805,0.2565821707248688,6000,0,1687,7.0,142.85714285714286,10.5,1688,0,,
sub-4_,15,tx0_rx0__tx0_rx3,tx0_rx0,tx0_rx3,True,device_ms,0.18874452826671764,0.6051080589695589,0.1938001662492752,0.6210840344429016,6000,1,0,10.0,100.0,15.0,0,1,1,resampled segment frame count
sub-4_,15,tx0_rx0__tx0_rx3,tx0_rx0,tx0_rx3,True,host_ms,nan,nan,0.1938001662492752,0.6210840344429016,6000,0,1687,7.0,142.85714285714286,10.5,1688,0,,
sub-4_,15,tx0_rx0__tx1_rx0,tx0_rx0,tx1_rx0,False,device_ms,0.1955141992824142,0.5535662100766114,0.1986030489206314,0.5416330695152283,6000,1,0,10.0,100.0,15.0,0,1,1,resampled segment frame count
sub-4_,15,tx0_rx0__tx1_rx0,tx0_rx0,tx1_rx0,False,host_ms,nan,nan,0.1986030489206314,0.5416330695152283,6000,0,1687,7.0,142.85714285714286,10.5,1688,0,,
sub-4_,15,tx0_rx0__tx1_rx1,tx0_rx0,tx1_rx1,False,device_ms,0.1528773090648954,0.2323851908911076,0.16008155047893524,0.22860288619995117,6000,1,0,10.0,100.0,15.0,0,1,1,resampled segment frame count
sub-4_,15,tx0_rx0__tx1_rx1,tx0_rx0,tx1_rx1,False,host_ms,nan,nan,0.16008155047893524,0.22860288619995117,6000,0,1687,7.0,142.85714285714286,10.5,1688,0,,
sub-4_,15,tx0_rx0__tx1_rx2,tx0_rx0,tx1_rx2,False,device_ms,0.23142972287152982,0.21101074785588872,0.23340052366256714,0.2312488555908203,6000,1,0,10.0,100.0,15.0,0,1,1,resampled segment frame count
sub-4_,15,tx0_rx0__tx1_rx2,tx0_rx0,tx1_rx2,False,host_ms,nan,nan,0.23340052366256714,0.2312488555908203,6000,0,1687,7.0,142.85714285714286,10.5,1688,0,,
sub-4_,15,tx0_rx0__tx1_rx3,tx0_rx0,tx1_rx3,False,device_ms,0.14319082561270982,0.5249551400991097,0.15231899917125702,0.5182422995567322,6000,1,0,10.0,100.0,15.0,0,1,1,resampled segment frame count
sub-4_,15,tx0_rx0__tx1_rx3,tx0_rx0,tx1_rx3,False,host_ms,nan,nan,0.15231899917125702,0.5182422995567322,6000,0,1687,7.0,142.85714285714286,10.5,1688,0,,
sub-4_,15,tx0_rx1__tx0_rx2,tx0_rx1,tx0_rx2,True,device_ms,0.08264689592123563,0.2124697915502211,0.07647892087697983,0.2122093290090561,6000,1,0,10.0,100.0,15.0,0,1,1,resampled segment frame count
sub-4_,15,tx0_rx1__tx0_rx2,tx0_rx1,tx0_rx2,True,host_ms,nan,nan,0.07647892087697983,0.2122093290090561,6000,0,1687,7.0,142.85714285714286,10.5,1688,0,,
sub-4_,15,tx0_rx1__tx0_rx3,tx0_rx1,tx0_rx3,True,device_ms,0.08628032935729207,0.2982415576772735,0.08349362015724182,0.30128535628318787,6000,1,0,10.0,100.0,15.0,0,1,1,resampled segment frame count
sub-4_,15,tx0_rx1__tx0_rx3,tx0_rx1,tx0_rx3,True,host_ms,nan,nan,0.08349362015724182,0.30128535628318787,6000,0,1687,7.0,142.85714285714286,10.5,1688,0,,
sub-4_,15,tx0_rx1__tx1_rx0,tx0_rx1,tx1_rx0,False,device_ms,0.06843632025360853,0.27820254322834675,0.07365214079618454,0.27783170342445374,6000,1,0,10.0,100.0,15.0,0,1,1,resampled segment frame count
sub-4_,15,tx0_rx1__tx1_rx0,tx0_rx1,tx1_rx0,False,host_ms,nan,nan,0.07365214079618454,0.27783170342445374,6000,0,1687,7.0,142.85714285714286,10.5,1688,0,,
sub-4_,15,tx0_rx1__tx1_rx1,tx0_rx1,tx1_rx1,False,device_ms,0.16413299751268326,0.26619434561445543,0.16613763570785522,0.2809167206287384,6000,1,0,10.0,100.0,15.0,0,1,1,resampled segment frame count
sub-4_,15,tx0_rx1__tx1_rx1,tx0_rx1,tx1_rx1,False,host_ms,nan,nan,0.16613763570785522,0.2809167206287384,6000,0,1687,7.0,142.85714285714286,10.5,1688,0,,
sub-4_,15,tx0_rx1__tx1_rx2,tx0_rx1,tx1_rx2,False,device_ms,0.10849894298149945,0.17801807308800535,0.10129603743553162,0.18303397297859192,6000,1,0,10.0,100.0,15.0,0,1,1,resampled segment frame count
sub-4_,15,tx0_rx1__tx1_rx2,tx0_rx1,tx1_rx2,False,host_ms,nan,nan,0.10129603743553162,0.18303397297859192,6000,0,1687,7.0,142.85714285714286,10.5,1688,0,,
sub-4_,15,tx0_rx1__tx1_rx3,tx0_rx1,tx1_rx3,False,device_ms,0.10258496597641477,0.1413128510304928,0.09742455929517746,0.14878657460212708,6000,1,0,10.0,100.0,15.0,0,1,1,resampled segment frame count
sub-4_,15,tx0_rx1__tx1_rx3,tx0_rx1,tx1_rx3,False,host_ms,nan,nan,0.09742455929517746,0.14878657460212708,6000,0,1687,7.0,142.85714285714286,10.5,1688,0,,
sub-4_,15,tx0_rx2__tx0_rx3,tx0_rx2,tx0_rx3,True,device_ms,0.1422423790840827,0.34869007340602204,0.14044597744941711,0.3447430431842804,6000,1,0,10.0,100.0,15.0,0,1,1,resampled segment frame count
sub-4_,15,tx0_rx2__tx0_rx3,tx0_rx2,tx0_rx3,True,host_ms,nan,nan,0.14044597744941711,0.3447430431842804,6000,0,1687,7.0,142.85714285714286,10.5,1688,0,,
sub-4_,15,tx0_rx2__tx1_rx0,tx0_rx2,tx1_rx0,False,device_ms,0.1320268501443109,0.3496571370186846,0.14249832928180695,0.3565796911716461,6000,1,0,10.0,100.0,15.0,0,1,1,resampled segment frame count
sub-4_,15,tx0_rx2__tx1_rx0,tx0_rx2,tx1_rx0,False,host_ms,nan,nan,0.14249832928180695,0.3565796911716461,6000,0,1687,7.0,142.85714285714286,10.5,1688,0,,
sub-4_,15,tx0_rx2__tx1_rx1,tx0_rx2,tx1_rx1,False,device_ms,0.15871890418594584,0.23509395313673517,0.1545468419790268,0.2365507185459137,6000,1,0,10.0,100.0,15.0,0,1,1,resampled segment frame count
sub-4_,15,tx0_rx2__tx1_rx1,tx0_rx2,tx1_rx1,False,host_ms,nan,nan,0.1545468419790268,0.2365507185459137,6000,0,1687,7.0,142.85714285714286,10.5,1688,0,,
sub-4_,15,tx0_rx2__tx1_rx2,tx0_rx2,tx1_rx2,False,device_ms,0.20280655613040868,0.480333557357261,0.22639258205890656,0.4677257537841797,6000,1,0,10.0,100.0,15.0,0,1,1,resampled segment frame count
sub-4_,15,tx0_rx2__tx1_rx2,tx0_rx2,tx1_rx2,False,host_ms,nan,nan,0.22639258205890656,0.4677257537841797,6000,0,1687,7.0,142.85714285714286,10.5,1688,0,,
sub-4_,15,tx0_rx2__tx1_rx3,tx0_rx2,tx1_rx3,False,device_ms,0.17969040165470657,0.32767591022668263,0.18898630142211914,0.3421781659126282,6000,1,0,10.0,100.0,15.0,0,1,1,resampled segment frame count
sub-4_,15,tx0_rx2__tx1_rx3,tx0_rx2,tx1_rx3,False,host_ms,nan,nan,0.18898630142211914,0.3421781659126282,6000,0,1687,7.0,142.85714285714286,10.5,1688,0,,
sub-4_,15,tx0_rx3__tx1_rx0,tx0_rx3,tx1_rx0,False,device_ms,0.37337839911698567,0.5660270139962127,0.3617289960384369,0.5429642200469971,6000,1,0,10.0,100.0,15.0,0,1,1,resampled segment frame count
sub-4_,15,tx0_rx3__tx1_rx0,tx0_rx3,tx1_rx0,False,host_ms,nan,nan,0.3617289960384369,0.5429642200469971,6000,0,1687,7.0,142.85714285714286,10.5,1688,0,,
sub-4_,15,tx0_rx3__tx1_rx1,tx0_rx3,tx1_rx1,False,device_ms,0.1938335874067091,0.20360538893817845,0.17962931096553802,0.2051817923784256,6000,1,0,10.0,100.0,15.0,0,1,1,resampled segment frame count
sub-4_,15,tx0_rx3__tx1_rx1,tx0_rx3,tx1_rx1,False,host_ms,nan,nan,0.17962931096553802,0.2051817923784256,6000,0,1687,7.0,142.85714285714286,10.5,1688,0,,
sub-4_,15,tx0_rx3__tx1_rx2,tx0_rx3,tx1_rx2,False,device_ms,0.07690779751971083,0.22336563527379327,0.09231609106063843,0.23222942650318146,6000,1,0,10.0,100.0,15.0,0,1,1,resampled segment frame count
sub-4_,15,tx0_rx3__tx1_rx2,tx0_rx3,tx1_rx2,False,host_ms,nan,nan,0.09231609106063843,0.23222942650318146,6000,0,1687,7.0,142.85714285714286,10.5,1688,0,,
